Name,Company,Industry,Region,Company Size,Traffic Source,Site Visits,Session Duration,Emails Opened,Demo Requested,Days Since First Interaction,Converted
Yolanda Wilson,Kim-Chambers,Finance,East,Medium,Webinar,50,19.01,3,0,132,1
Jacqueline Davis,"Jordan, Griffith and Harris",Finance,South,Large,Organic,27,26.98,1,1,103,0
Amber Bolton,"Johnson, Chapman and Strickland",Healthcare,East,Medium,Webinar,21,17.09,16,1,29,1
David Miller MD,"Wright, Duke and Moore",Finance,East,Large,Organic,35,13.53,5,1,38,1
Christopher Medina,Ellis-Khan,Retail,South,Small,Ads,25,6.1,9,0,190,1
Cody Huang,"Moran, Flores and Brown",Retail,West,Medium,Organic,4,11.2,16,1,30,0
Jon Harvey,"Jordan, Hunter and Sanders",Healthcare,South,Small,Email,44,10.19,15,1,337,1
Wyatt Norman,"Carroll, Turner and Stuart",Finance,North,Large,Ads,7,1.48,11,1,58,0
Kristen Pittman,Phillips Group,Retail,East,Large,Email,32,15.69,13,1,301,1
Michelle Warren,"Singleton, Cochran and Bryant",IT,East,Medium,Organic,18,28.86,16,0,295,1
Nancy Ross,Carlson-Wilkerson,Finance,North,Medium,Email,16,29.58,6,0,352,0
Carlos Sanders,"Merritt, Cordova and Vasquez",Education,South,Medium,Ads,10,13.22,6,0,133,0
Marie Kirk,Park Inc,Retail,South,Small,Ads,14,1.9,10,1,321,1
Mathew Rivas,Reid LLC,Education,East,Small,Organic,25,14.33,4,0,341,0
Angela Moran,"Bell, Ortega and Flores",Retail,North,Small,Ads,26,22.54,2,1,219,1
Mr. John Price DDS,Bryant and Sons,Education,East,Medium,Organic,45,7.39,11,0,47,0
Lindsey Davis,White Inc,Finance,North,Large,Webinar,30,9.3,8,1,215,1
Toni Guzman,Medina-Baker,Education,West,Large,Organic,36,29.05,12,0,240,1
Charles Holloway,Marsh Inc,Finance,West,Large,Ads,28,11.62,20,1,330,1
Tammy Davis,"Tran, Reid and Chavez",Retail,North,Large,Email,25,10.85,3,0,51,1
Jason Mcdonald,Vasquez Inc,Education,South,Large,Organic,1,9.03,6,0,215,1
Alyssa Smith,"Tucker, Barnes and Suarez",Retail,North,Medium,Organic,48,7.51,11,1,339,1
Nancy Barnes,Figueroa-Ruiz,Education,North,Small,Organic,36,19.13,3,0,271,0
Kyle Cortez,Walters-Haas,Retail,South,Medium,Webinar,47,19.94,4,0,233,0
Linda Wolf,Singh-Barker,Healthcare,South,Medium,Email,17,4.91,7,0,271,1
Kevin Harrison,"Barry, Knox and Miller",Education,South,Medium,Webinar,44,13.87,13,0,55,0
Holly Peck,"Delgado, Garcia and Miller",Education,South,Large,Ads,28,9.22,20,1,333,1
Dustin Adkins,Forbes-Gallagher,Finance,North,Small,Email,49,24.32,8,1,77,1
John Lopez,"Roberts, Webb and Robertson",Education,East,Large,Webinar,46,6.87,13,1,3,1
Suzanne Francis,"Ford, Haynes and Cohen",Education,North,Large,Ads,15,22.91,7,1,233,1
Jason Camacho,Walsh and Sons,Healthcare,South,Small,Email,15,14.48,10,0,6,1
Dr. Kathryn Olsen,Baker Inc,Education,South,Small,Email,3,17.46,8,1,172,0
Mark Payne,Mitchell LLC,Healthcare,North,Small,Email,31,12.84,14,0,29,0
Jeanette Quinn,"Pace, Hernandez and Moore",Retail,South,Small,Organic,11,20.24,11,0,346,1
Kelly Ho,Garza-Duke,Healthcare,West,Small,Organic,46,22.67,4,0,257,1
Carl Rodriguez,Cruz LLC,Healthcare,East,Small,Email,27,20.33,19,0,71,1
Paul Guzman,Williams Ltd,Retail,South,Small,Email,33,15.85,16,1,116,1
Jessica George,Moore LLC,Finance,South,Large,Organic,24,11.53,0,1,83,1
Andrew Taylor,Garcia and Sons,Finance,East,Medium,Organic,5,27.02,17,1,237,1
Michael Dillon,Adams and Sons,Retail,South,Medium,Webinar,48,29.58,5,0,221,0
April Leblanc,Stanley Group,Retail,South,Large,Ads,22,10.33,15,1,310,1
Carrie Gordon,Morris-Hunt,Finance,East,Large,Organic,42,28.93,11,0,326,1
Jason Fletcher,Arias and Sons,Retail,South,Small,Email,10,24.63,17,1,276,0
Hayley Macias,Johns Group,Retail,West,Small,Ads,27,4.09,16,0,49,0
Christopher Barnett,Lowery-Marshall,Finance,North,Small,Organic,13,4.07,12,1,160,1
Samantha Chen,"Moore, Schmidt and Evans",Retail,South,Medium,Ads,5,4.46,12,1,352,1
Andrew Williams,"Mcdonald, Trujillo and Dyer",Finance,West,Large,Ads,22,29.49,16,0,170,0
Melissa Warren,Foley-Kirby,IT,North,Large,Webinar,10,5.87,17,1,30,1
Kevin Hernandez,Hoover-Miller,IT,South,Small,Ads,17,4.36,4,1,214,1
Natasha Smith,Nelson Group,Healthcare,East,Medium,Ads,41,10.21,2,0,199,0
Todd Berry,"Savage, Barton and Arias",Education,South,Medium,Email,2,20.69,2,1,80,1
Veronica Grant,Young-Clements,Education,South,Large,Organic,5,5.96,13,0,211,1
Brandon Russo,Mccormick Ltd,IT,South,Medium,Ads,23,9.83,8,1,276,1
Jamie Ramirez,"Watson, Holden and Liu",IT,North,Medium,Email,21,21.77,18,1,132,1
Jon Andersen,"Valenzuela, Marquez and Zimmerman",Finance,South,Medium,Email,1,12.99,9,0,286,1
Austin Alvarez,"Fox, Thompson and Ballard",Retail,North,Large,Ads,44,15.79,3,1,83,1
Lucas Welch,Wright-Pace,Retail,North,Large,Webinar,42,29.61,4,0,202,1
Maria Keith,Jackson and Sons,Finance,East,Medium,Ads,33,2.83,7,1,156,1
David Barton,Daniels-Turner,Healthcare,East,Small,Organic,21,7.34,0,0,302,1
Robert Andrade,Williams and Sons,Education,West,Medium,Organic,42,9.02,7,0,262,1
Joseph Warner,Graves LLC,Education,North,Medium,Webinar,14,2.52,3,1,211,0
Pamela Carson,Terry Group,Retail,North,Medium,Organic,22,21.31,10,0,85,1
John Young,"Gonzalez, Daniels and Jones",Retail,South,Small,Organic,38,6.2,8,1,254,1
Robert Hill,"Mccall, Hardy and Sandoval",Retail,West,Large,Webinar,15,12.58,4,1,79,0
Terri Ball,Flowers Group,Retail,South,Medium,Email,1,14.28,14,1,255,1
Angela Shaw,Beck Inc,Education,West,Large,Organic,26,26.69,1,1,228,1
Sean Kim,"Anderson, Nguyen and Torres",Education,West,Large,Webinar,30,26.09,13,1,149,1
Jason Higgins,Scott-Fox,Education,North,Medium,Ads,23,6.79,0,0,141,0
Anne Jefferson,"Dunn, Mercer and Bean",Retail,West,Large,Webinar,18,23.44,17,0,200,0
Stephanie Hill,Robinson-Smith,IT,West,Small,Ads,21,27.1,7,1,173,1
Melissa Jones,Jarvis Ltd,Finance,West,Large,Webinar,24,29.56,6,1,188,1
Gerald Rivera,Patterson-Meza,IT,East,Medium,Webinar,20,14.36,14,1,135,1
Elizabeth Daniel,"Case, Hernandez and Smith",Finance,West,Small,Email,24,13.97,2,0,307,0
Lorraine Williams,Macias-Blanchard,Finance,East,Large,Organic,9,12.17,0,1,148,1
Rachel Shah,Cooper PLC,Healthcare,South,Small,Email,6,28.89,18,1,112,1
Donald Hall,Burns Group,Retail,West,Medium,Email,47,21.23,13,0,194,1
Joseph King,"Carlson, Fleming and Dominguez",Finance,South,Small,Webinar,37,13.1,6,1,212,1
Crystal Burke,"Reyes, Montgomery and Willis",Education,West,Small,Webinar,16,11.89,8,0,332,1
Johnny Ashley,Hodge-Patterson,Retail,North,Large,Organic,3,21.9,11,1,78,1
Jeffrey Little,Byrd-Parker,Education,West,Large,Webinar,47,1.04,0,1,158,0
Tony Sanders,Chavez and Sons,IT,East,Large,Organic,42,5.06,18,0,178,1
Beth Hubbard,Cantrell PLC,Healthcare,East,Medium,Email,35,9.52,3,0,114,0
Mackenzie Newman,Kennedy-Ross,Healthcare,North,Medium,Webinar,4,13.27,1,1,45,1
Jennifer Greene,Green LLC,Finance,North,Small,Ads,10,11.21,2,0,65,0
Karen Garcia,"Vasquez, Berry and Zamora",Healthcare,East,Small,Ads,22,25.3,1,0,332,0
Tracy Williams,"Miranda, Lang and Edwards",Healthcare,West,Large,Organic,8,11.53,3,0,302,1
Jennifer Mclean,Henry PLC,Healthcare,South,Small,Ads,16,9.26,13,0,256,1
Heather Miller,Hansen-Mccormick,IT,East,Small,Webinar,27,23.37,2,0,365,1
Meghan Williams,Moore PLC,IT,South,Small,Organic,24,16.4,2,1,67,0
Brooke Rogers,Frost-Harris,Finance,West,Large,Webinar,34,8.75,8,0,276,0
Michael George,Mcmahon-Harrison,Retail,South,Large,Ads,48,2.52,13,1,27,1
Nancy Rios,"Walters, Harmon and Porter",Healthcare,North,Small,Organic,27,6.55,11,0,39,0
Julia Wang,"Jackson, Ramirez and Jones",Retail,West,Medium,Organic,3,7.67,0,0,123,0
Matthew Faulkner,Soto-Wilson,Healthcare,East,Large,Organic,38,13.81,12,1,271,1
Austin Simmons,Adams-Roberts,Healthcare,East,Small,Webinar,15,18.94,7,1,84,1
Angela Gutierrez,Good Ltd,Healthcare,West,Large,Ads,10,18.6,18,1,290,0
Erica Dalton,"Murphy, Wilson and Smith",Finance,East,Medium,Ads,18,22.5,1,0,301,1
John Dixon,Richardson PLC,Retail,West,Medium,Webinar,17,11.41,18,0,317,1
David Caldwell,Porter-Lewis,Retail,South,Small,Ads,43,1.71,11,1,322,1
Lori Underwood,Jackson and Sons,Finance,East,Medium,Webinar,12,14.9,7,1,161,1
Vincent Lam,Palmer and Sons,Education,South,Large,Email,27,6.83,0,1,271,1
Stephanie Woods,Liu and Sons,Retail,South,Small,Email,9,21.98,15,1,45,1
Jeremy Gentry,Huynh-Stafford,IT,South,Large,Email,18,4.54,3,1,46,0
Angela Wade,Webb LLC,Retail,East,Large,Webinar,28,23.82,11,0,86,0
Megan Hawkins,"Conrad, Hunter and Foster",Healthcare,South,Medium,Email,44,12.61,5,0,107,1
John Henderson,Lee Group,IT,North,Small,Organic,35,22.52,12,0,141,1
Rick Martinez,Watson-Kennedy,IT,West,Medium,Ads,26,1.88,4,0,270,1
Amanda Smith,Chen Ltd,Healthcare,East,Small,Ads,29,3.16,19,1,153,1
Michelle Gonzalez,Anderson Ltd,IT,West,Medium,Email,50,7.39,15,0,270,0
Michael Edwards,"Lester, Vance and Stephens",Retail,East,Small,Webinar,14,9.32,19,0,38,1
Brittany Wu,Peterson-Bennett,Education,North,Medium,Webinar,38,8.76,16,1,313,1
Mark Jackson,"Porter, Jenkins and White",Retail,East,Medium,Ads,46,8.27,19,1,344,1
Adam Williams,Lopez-Miller,Retail,East,Large,Email,11,23.52,2,0,103,0
Denise Hunter,Lopez-Young,Healthcare,West,Small,Email,15,22.82,10,1,186,1
Phillip Wang,Wilson PLC,Finance,South,Small,Ads,6,14.9,9,1,225,0
Melissa Hale,Armstrong-Ayers,Retail,West,Medium,Organic,2,25.67,6,1,248,1
Sabrina Clay,"Diaz, Novak and Mitchell",Education,East,Large,Email,25,25.11,13,1,116,1
Michael Turner,"Castro, Lewis and Rodriguez",Education,North,Large,Organic,2,19.1,13,0,276,0
Michael Harris,Hudson Inc,Finance,South,Medium,Organic,1,8.87,9,1,159,1
Joshua Graham,Rogers-Charles,Retail,West,Medium,Webinar,42,22.11,5,0,352,1
Lisa Braun,"Carter, Scott and Cowan",Finance,West,Small,Email,36,3.95,15,1,330,1
Jeffery Patterson,"Mcknight, Edwards and Tyler",Education,North,Medium,Organic,33,8.37,5,1,175,0
Bobby Daniels,Castillo Group,Education,West,Large,Ads,10,20.24,4,1,13,0
Jordan Owens,Roberts Inc,Education,South,Medium,Organic,17,13.75,3,1,243,0
Kelly Gallagher,Bradley Group,Finance,East,Small,Webinar,28,4.62,3,0,283,0
Kelly Weaver,Nicholson Inc,Healthcare,North,Medium,Email,12,27.12,4,0,143,1
Christine Salinas,"Leach, Harvey and Cooke",Retail,East,Small,Organic,7,3.21,8,0,28,1
Erica Ellis,"Torres, Lambert and Daniel",Education,North,Small,Organic,8,10.28,15,1,220,1
Matthew Park,Perez-Farmer,Healthcare,West,Large,Ads,11,6.26,6,0,268,1
Molly Haas,Contreras-Collins,Education,West,Large,Ads,39,24.36,0,1,110,1
Billy Clark,Moore Group,Finance,South,Small,Organic,38,7.22,11,0,34,0
Gregory Wiley,Hall and Sons,Retail,North,Small,Organic,39,28.99,13,0,42,1
Juan Tapia,Cohen Ltd,Finance,West,Medium,Email,28,8.84,15,1,16,1
Andrew Thomas,Brown-Mccarty,Finance,South,Small,Email,1,21.63,19,1,255,1
Michelle Munoz,"Anderson, Smith and Daniels",Education,West,Medium,Ads,34,1.12,16,0,346,1
Dale Moore,Guerrero-Shaw,IT,West,Large,Ads,22,10.3,1,0,186,1
Patrick Williams,Collins-Simmons,Healthcare,East,Medium,Organic,50,3.12,17,1,326,1
Tammy King,Davis Inc,Finance,South,Small,Ads,36,9.33,17,0,297,0
Angela Green,Mcgee PLC,IT,South,Medium,Webinar,11,8.81,5,0,296,1
Carol Gray,Vargas and Sons,Healthcare,West,Small,Email,19,5.11,10,0,12,0
Kevin Boyd,Lane-Warren,Finance,South,Medium,Organic,33,17.2,15,0,59,0
Matthew Campos,Garcia Ltd,Healthcare,East,Medium,Organic,18,28.25,1,0,226,1
Timothy Hart,Russell-Williamson,Retail,East,Large,Email,7,26.9,2,0,71,0
Renee Torres,Fisher LLC,IT,East,Small,Organic,28,13.24,5,0,131,1
Michael Skinner,Sanders Inc,Finance,South,Medium,Webinar,48,5.29,15,1,337,1
Robert Young,Rodriguez-Moyer,Retail,South,Large,Ads,1,5.91,17,1,213,0
Kimberly Johnson,Trevino LLC,Education,West,Medium,Ads,40,3.41,12,0,200,1
Kathleen Chambers,Daugherty Group,IT,South,Medium,Email,41,11.2,10,1,8,1
Brandy Jenkins,Burnett Group,Healthcare,South,Medium,Ads,26,21.48,0,1,251,1
Aaron Mcclure,"Melton, Montgomery and Miller",Healthcare,East,Large,Email,10,3.71,7,0,198,0
Megan Jones,Anderson-Vaughn,Retail,East,Small,Email,30,10.4,15,0,71,1
Chad Gordon,Porter-Cook,IT,North,Large,Ads,40,28.12,13,1,189,1
Christian Hill,Wilson-Ward,Finance,North,Small,Webinar,50,12.98,16,0,48,1
Gregory Howe,Boone-Walker,IT,North,Medium,Email,32,24.87,12,1,249,1
Michael Singleton,"Moore, Baker and Mack",Education,South,Large,Email,18,11.01,13,1,231,1
Maria Elliott,Howard-Martin,Retail,South,Small,Webinar,47,5.27,6,0,298,0
Alec Jarvis,Conley Ltd,Retail,East,Small,Email,31,1.96,19,0,90,1
Samantha Ford,Walker LLC,Education,North,Medium,Email,30,24.99,10,1,128,1
Michael Shields,"Carter, Andrews and Robinson",Finance,South,Large,Ads,30,21.62,5,1,124,0
Jessica Bowman,Bradley-Nichols,Education,North,Small,Webinar,16,15.18,20,0,279,0
Margaret Davis,West and Sons,Finance,East,Medium,Ads,46,7.21,20,0,228,1
Stephanie Cohen,Reed Group,Retail,North,Medium,Email,36,9.15,1,1,169,1
Joseph Martin MD,Williams Ltd,Healthcare,North,Small,Organic,18,25.36,16,1,162,1
John Bradley,Schmidt-Scott,IT,East,Medium,Ads,39,2.98,11,1,210,1
Daniel Weeks,"Pace, Macias and King",Healthcare,East,Medium,Email,33,16.19,14,0,361,0
Edward Avila,Patel-King,IT,West,Small,Organic,39,22.99,14,1,170,1
Jacqueline Lyons,Vasquez-Dickerson,IT,North,Large,Email,6,4.8,12,0,262,1
James Little,Washington-Jennings,Healthcare,East,Small,Email,46,15.04,5,0,291,0
Erin Ingram,Malone-Davis,Healthcare,West,Small,Webinar,43,17.61,0,0,246,1
Kayla Cameron,Dodson-Schultz,Education,East,Large,Organic,16,27.87,9,0,138,0
Danielle Thompson,Colon Inc,Healthcare,South,Large,Webinar,7,9.53,10,1,309,0
Frank Williams,Mcgrath-Lopez,Education,North,Medium,Organic,4,28.56,4,1,224,0
Anita Hill,Armstrong-Nunez,Education,South,Medium,Webinar,38,10.41,2,1,92,0
William Jennings,"Vaughn, Porter and Williamson",Finance,South,Small,Email,33,1.52,0,0,249,0
Jennifer Stephenson,Jones Inc,Education,West,Small,Organic,5,19.02,6,1,259,0
Ashley Robinson,Hammond-Liu,Education,South,Medium,Ads,40,1.69,7,1,159,1
Jennifer Diaz,Hart-Davis,Healthcare,South,Small,Organic,22,12.1,5,1,315,1
Jeffrey Wade,"Abbott, Meadows and Turner",Healthcare,North,Medium,Webinar,48,21.34,5,0,169,1
Deanna Torres,Lawrence-Wilson,Finance,South,Large,Webinar,8,1.27,16,0,327,1
Leah Johnston,"Jackson, Peterson and Daniels",Retail,South,Large,Organic,12,18.08,15,1,55,1
Terry Torres,Griffith-Lee,IT,East,Small,Webinar,28,13.49,19,0,255,0
Kristen Sullivan,"Wilson, Alvarez and Thomas",Healthcare,South,Large,Ads,36,8.33,12,0,60,0
Melissa Mora,Thompson Inc,Retail,West,Small,Organic,50,24.92,18,1,332,1
Aimee Morales,Ortiz-Chase,Retail,East,Small,Ads,6,24.17,1,0,171,1
Cynthia Hendricks,Nichols-Frazier,Retail,East,Small,Organic,28,3.65,19,0,340,0
Lisa Perez,"Lynn, Hunter and Cohen",Finance,South,Small,Webinar,44,28.18,8,1,341,1
Kendra Ruiz,"Allen, Marshall and Bird",Healthcare,North,Medium,Email,37,16.48,18,0,18,0
Rebecca Gray,"Mendoza, Hill and Hanna",Healthcare,East,Large,Organic,14,22.47,20,1,212,1
Steven Nolan,Wagner Ltd,Education,East,Medium,Webinar,21,20.69,9,0,250,1
Evan Richardson,Watson Ltd,Retail,South,Small,Organic,50,24.39,14,1,84,1
Brandon Wilkerson,Ross-Berry,Retail,North,Large,Webinar,16,1.06,2,1,302,0
Johnny Collier,Hopkins-Cruz,IT,North,Small,Webinar,33,23.95,7,0,124,0
Sean Diaz,Wilson Group,Education,East,Medium,Webinar,10,14.37,12,1,147,1
Dawn Shepherd,Fields-Campos,Healthcare,East,Medium,Webinar,17,23.66,10,1,191,1
Victor Price,Franco PLC,Healthcare,East,Small,Organic,25,18.86,16,0,67,1
Phillip Jones,Ramos PLC,Retail,North,Small,Ads,27,13.91,17,1,287,1
Anthony Ray,Becker-Colon,Finance,North,Large,Organic,16,11.32,0,0,30,0
Shane Hull,"Mcdonald, Moss and Hall",Education,North,Small,Webinar,1,25.39,12,0,212,0
David Smith,Holden-Perkins,Finance,North,Small,Webinar,48,28.06,9,1,308,1
Tony Baird,"Marsh, Juarez and Moore",IT,West,Large,Email,38,28.58,8,0,159,0
John Jackson,Le LLC,IT,South,Medium,Organic,26,10.09,11,0,344,1
Molly Harrison,Martin-Scott,IT,North,Medium,Webinar,49,20.38,10,0,329,0
Mark Mayer,Jarvis-Fuller,Finance,West,Large,Ads,15,29.8,14,0,114,0
Margaret Mills,"Beard, Moore and Carlson",Education,South,Medium,Ads,28,6.04,9,1,366,1
Laura White,Williams-Woods,Education,North,Medium,Email,23,27.25,4,0,280,1
Samuel Wilcox,"Duncan, Morrow and Frey",IT,West,Large,Organic,33,10.09,13,0,20,0
Jason Love,Gomez-Reed,Finance,East,Large,Ads,46,16.82,12,1,283,1
Peter Blanchard,Anderson-Welch,Healthcare,West,Medium,Organic,2,6.08,2,1,92,1
Kathryn Young,Perez-Johnson,Healthcare,North,Large,Email,22,20.46,13,0,140,0
Katelyn Reed,Gardner-Cole,Healthcare,East,Large,Webinar,16,23.9,10,0,266,1
Rebecca Chapman,Hall Ltd,IT,East,Medium,Webinar,17,9.78,7,1,79,1
Gary Anderson,Grant-Baker,Healthcare,North,Medium,Organic,24,9.57,10,1,272,1
Robert Gonzales,Smith Group,Healthcare,East,Medium,Ads,1,10.33,19,1,113,0
John Brown,"Weber, Hughes and Jensen",Healthcare,North,Large,Webinar,37,5.67,3,1,118,1
Nicole Johnson,"Bowers, Clay and Walker",Finance,East,Small,Email,10,3.41,6,0,147,0
Christopher Cox,"Thomas, Miller and Torres",Education,East,Medium,Ads,21,1.38,0,1,225,1
Matthew Garcia,"Chung, Ferguson and Forbes",Healthcare,East,Medium,Ads,28,9.43,12,0,339,1
David Garcia,"Brown, Riley and Finley",Finance,West,Large,Ads,38,4.72,8,1,286,1
Mark Hunt,Davila-Vaughn,Education,South,Medium,Email,27,20.98,7,1,352,1
Haley Parker,Villegas-Hardy,Finance,East,Medium,Email,37,22.74,17,0,17,1
Larry Black,Costa LLC,Healthcare,East,Medium,Organic,13,12.35,12,0,251,0
Jaime Rogers,"Bautista, Fernandez and Morgan",Finance,South,Medium,Organic,7,4.65,20,1,203,0
Joyce Munoz,"Lopez, Carpenter and Watson",Finance,South,Large,Email,50,18.43,7,0,130,1
Stephanie Garrett,Herrera-Brooks,Healthcare,North,Small,Organic,24,29.15,0,1,340,1
Johnny Parker,"Jordan, Brown and Ball",Education,North,Large,Ads,40,3.49,13,1,299,1
Lauren Higgins,Johnson LLC,Finance,South,Large,Email,17,23.28,4,1,180,1
Linda Gibbs,Goodman Ltd,Education,South,Small,Webinar,12,9.46,7,1,3,1
Connie Robertson,Lawson LLC,IT,East,Large,Organic,2,6.75,3,0,88,1
Willie Trevino,"Richards, Cortez and Hansen",Finance,North,Small,Webinar,10,3.1,2,0,51,1
Corey Rojas,Bradley-Bailey,Retail,West,Large,Email,2,20.66,13,1,54,0
Catherine Hickman,Lee PLC,Healthcare,North,Large,Email,26,28.05,12,1,167,1
Tiffany Morgan,Price-Thomas,Retail,West,Medium,Ads,3,27.52,17,0,283,0
Nicolas Lara,Nguyen-Caldwell,Retail,North,Small,Email,35,26.96,2,0,364,1
Joshua Gibson,Chavez-Sparks,Retail,West,Large,Webinar,8,19,11,0,91,0
Faith Duffy,"Ellis, Jones and Lawrence",Education,South,Medium,Organic,25,9.96,8,1,85,1
Elizabeth Anderson,"Harper, Duncan and Harris",Finance,South,Small,Webinar,45,21.52,7,1,184,1
Alyssa Barnes,Meyers PLC,Healthcare,East,Medium,Email,10,24.57,17,0,65,0
Dylan Acosta,"Schneider, Lopez and Townsend",IT,West,Large,Organic,28,5.12,8,0,269,1
Clayton Dunlap,Carlson-Clark,IT,East,Medium,Ads,23,1.81,17,0,103,0
Rhonda Gibbs,Khan Inc,Retail,East,Medium,Email,24,2.51,9,1,284,1
Paul Rosales,Brown Inc,Finance,South,Large,Email,42,10.34,0,0,171,1
Candace Ward,"Haynes, Torres and Stephens",Education,West,Large,Webinar,24,24.78,5,0,137,0
Rhonda Thornton,"Travis, Patterson and Garrett",Retail,North,Medium,Organic,31,20.1,16,0,256,1
Sabrina Dean,"Greene, Williams and Davis",IT,North,Small,Ads,2,11.79,2,1,234,1
Linda Kelly,Ramsey-Carter,Healthcare,East,Large,Email,35,15.01,20,1,194,1
Ashley Cowan,"Hill, Lopez and Kline",Education,West,Large,Webinar,41,11.37,16,1,176,1
Benjamin Colon,Brown-Simmons,Retail,East,Small,Ads,43,3.08,5,0,240,1
Joel Lucas,Foster-Adams,Finance,South,Medium,Organic,23,27.1,20,1,41,1
Mia Villa,Knight-Baker,Retail,East,Medium,Organic,22,26.08,1,0,146,0
Logan Caldwell,Stewart LLC,Healthcare,South,Large,Email,7,24.42,2,0,352,1
Nicholas Garrett,"Dyer, Harmon and Melendez",Retail,West,Small,Organic,20,24.8,9,0,40,1
Richard Clay,Montgomery-Davis,Retail,West,Large,Ads,18,20.38,17,1,337,1
Amber Peterson,"Coffey, Jackson and Wagner",Retail,East,Medium,Ads,5,15.57,20,0,110,1
Katrina Warren,"Yoder, Cooper and Moore",Education,West,Medium,Ads,30,25.29,0,1,138,1
Marcus Ortiz,"Waters, Torres and Weeks",Retail,East,Small,Email,13,18.1,1,0,358,0
Mrs. Kathleen Clark DDS,Mullins Inc,Healthcare,East,Medium,Webinar,8,21.24,16,0,354,1
Joshua Johnson,"Morales, Carlson and Benitez",Healthcare,East,Small,Email,14,1.05,15,0,283,1
Mrs. Tara Nelson PhD,Daugherty and Sons,Retail,East,Medium,Webinar,44,26.9,19,0,164,0
Christopher Cain,"Spencer, Harris and Figueroa",IT,West,Large,Email,26,3.09,8,0,34,0
Joseph Baker,Oconnor Group,Retail,West,Small,Ads,32,7.56,10,1,116,1
Ashley Wilson,Joyce and Sons,Healthcare,South,Small,Email,35,24.21,19,1,83,1
Shelley Gonzales,"Bass, Schaefer and Gray",Finance,East,Large,Organic,7,25.83,7,1,185,1
Tanner Harrell,"Gonzales, Conner and Martinez",IT,North,Medium,Webinar,5,14.63,13,0,100,0
Phillip Ortega,Gaines-Guzman,Healthcare,South,Small,Organic,12,24.08,19,1,96,1
Mark Miller,"Cooper, Jones and Hogan",Healthcare,East,Medium,Email,46,12.93,11,1,291,1
Melissa Cunningham,"Lewis, Nash and Smith",Healthcare,West,Large,Webinar,26,1.77,15,0,82,1
Christopher Castro,Hickman Inc,Retail,East,Large,Email,1,11.3,11,1,238,1
Jason Higgins,Goodman Ltd,Retail,North,Large,Email,24,5.49,5,1,246,1
Mr. Jesus Lee DDS,Valdez Group,Retail,South,Small,Organic,47,17.34,1,0,110,0
Kyle Hancock,"Snyder, Smith and Black",Healthcare,West,Large,Ads,28,10.76,16,1,171,1
Stephanie Young,"Rose, Juarez and Cummings",Retail,North,Medium,Organic,20,7.88,0,1,4,0
Kyle Wood,"Oliver, Hancock and Sanders",Education,West,Small,Email,29,17.79,0,0,1,1
Beverly Hartman,"Simpson, Montes and Bell",Retail,North,Large,Ads,29,5.86,2,1,365,0
Sierra Roman,Brown Inc,Finance,West,Small,Email,41,17.08,1,0,218,0
Kyle Orr,Taylor and Sons,Finance,East,Large,Email,16,3.03,20,0,262,1
Spencer Mcdonald,Wilcox PLC,Education,East,Medium,Webinar,6,10.75,7,0,140,1
Christopher Rodgers,"Werner, Evans and Levy",IT,East,Small,Organic,27,11.17,5,1,299,1
Heidi Gonzalez,"Bradford, Flores and Cook",Education,North,Large,Ads,46,20.67,12,0,249,0
